prefix,Code,Description
Icd10Code,V663,Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle: Unspecified occupant of heavy transport vehicle injured in nontraffic accident
Icd10Code,V664,Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle: Person injured while boarding or alighting
Icd10Code,V665,Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle: Driver injured in traffic accident
Icd10Code,V666,Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle: Passenger injured in traffic accident
Icd10Code,V667,Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle: Person on outside of vehicle injured in traffic accident
Icd10Code,V669,Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle: Unspecified occupant of heavy transport vehicle injured in traffic accident
Icd10Code,V67,Occupant of heavy transport vehicle injured in collision with fixed or stationary object
Icd10Code,V670,Occupant of heavy transport vehicle injured in collision with fixed or stationary object: Driver injured in nontraffic accident
Icd10Code,V671,Occupant of heavy transport vehicle injured in collision with fixed or stationary object: Passenger injured in nontraffic accident
Icd10Code,V672,Occupant of heavy transport vehicle injured in collision with fixed or stationary object: Person on outside of vehicle injured in nontraffic accident
Icd10Code,V673,Occupant of heavy transport vehicle injured in collision with fixed or stationary object: Unspecified occupant of heavy transport vehicle injured in nontraffic accident
Icd10Code,V674,Occupant of heavy transport vehicle injured in collision with fixed or stationary object: Person injured while boarding or alighting
Icd10Code,V675,Occupant of heavy transport vehicle injured in collision with fixed or stationary object: Driver injured in traffic accident
Icd10Code,V676,Occupant of heavy transport vehicle injured in collision with fixed or stationary object: Passenger injured in traffic accident
Icd10Code,V677,Occupant of heavy transport vehicle injured in collision with fixed or stationary object: Person on outside of vehicle injured in traffic accident
Icd10Code,V679,Occupant of heavy transport vehicle injured in collision with fixed or stationary object: Unspecified occupant of heavy transport vehicle injured in traffic accident
Icd10Code,V68,Occupant of heavy transport vehicle injured in noncollision transport accident
Icd10Code,V680,Occupant of heavy transport vehicle injured in noncollision transport accident: Driver injured in nontraffic accident
Icd10Code,V681,Occupant of heavy transport vehicle injured in noncollision transport accident: Passenger injured in nontraffic accident
Icd10Code,V682,Occupant of heavy transport vehicle injured in noncollision transport accident: Person on outside of vehicle injured in nontraffic accident
Icd10Code,V683,Occupant of heavy transport vehicle injured in noncollision transport accident: Unspecified occupant of heavy transport vehicle injured in nontraffic accident
Icd10Code,V684,Occupant of heavy transport vehicle injured in noncollision transport accident: Person injured while boarding or alighting
Icd10Code,V685,Occupant of heavy transport vehicle injured in noncollision transport accident: Driver injured in traffic accident
Icd10Code,V686,Occupant of heavy transport vehicle injured in noncollision transport accident: Passenger injured in traffic accident
Icd10Code,V687,Occupant of heavy transport vehicle injured in noncollision transport accident: Person on outside of vehicle injured in traffic accident
Icd10Code,V689,Occupant of heavy transport vehicle injured in noncollision transport accident: Unspecified occupant of heavy transport vehicle injured in traffic accident
Icd10Code,V69,Occupant of heavy transport vehicle injured in other and unspecified transport accidents
Icd10Code,V690,Driver injured in collision with other and unspecified motor vehicles in nontraffic accident
Icd10Code,V691,Passenger injured in collision with other and unspecified motor vehicles in nontraffic accident
Icd10Code,V692,Unspecified occupant of heavy transport vehicle injured in collision with other and unspecified motor vehicles in nontraffic accident
Icd10Code,V693,Occupant [any] of heavy transport vehicle injured in unspecified nontraffic accident
Icd10Code,V694,Driver injured in collision with other and unspecified motor vehicles in traffic accident
Icd10Code,V695,Passenger injured in collision with other and unspecified motor vehicles in traffic accident
Icd10Code,V696,Unspecified occupant of heavy transport vehicle injured in collision with other and unspecified motor vehicles in traffic accident
Icd10Code,V698,Occupant [any] of heavy transport vehicle injured in other specified transport accidents
Icd10Code,V699,Occupant [any] of heavy transport vehicle injured in unspecified traffic accident
Icd10Code,V70,Bus occupant injured in collision with pedestrian or animal
Icd10Code,V700,Bus occupant injured in collision with pedestrian or animal: Driver injured in nontraffic accident
Icd10Code,V701,Bus occupant injured in collision with pedestrian or animal: Passenger injured in nontraffic accident
Icd10Code,V702,Bus occupant injured in collision with pedestrian or animal: Person on outside of vehicle injured in nontraffic accident
Icd10Code,V703,Bus occupant injured in collision with pedestrian or animal: Unspecified bus occupant injured in nontraffic accident
Icd10Code,V704,Bus occupant injured in collision with pedestrian or animal: Person injured while boarding or alighting
Icd10Code,V705,Bus occupant injured in collision with pedestrian or animal: Driver injured in traffic accident
Icd10Code,V706,Bus occupant injured in collision with pedestrian or animal: Passenger injured in traffic accident
Icd10Code,V707,Bus occupant injured in collision with pedestrian or animal: Person on outside of vehicle injured in traffic accident
Icd10Code,V709,Bus occupant injured in collision with pedestrian or animal: Unspecified bus occupant injured in traffic accident
Icd10Code,V71,Bus occupant injured in collision with pedal cycle
Icd10Code,V710,Bus occupant injured in collision with pedal cycle: Driver injured in nontraffic accident
Icd10Code,V711,Bus occupant injured in collision with pedal cycle: Passenger injured in nontraffic accident
Icd10Code,V712,Bus occupant injured in collision with pedal cycle: Person on outside of vehicle injured in nontraffic accident
Icd10Code,V713,Bus occupant injured in collision with pedal cycle: Unspecified bus occupant injured in nontraffic accident
Icd10Code,V714,Bus occupant injured in collision with pedal cycle: Person injured while boarding or alighting
Icd10Code,V715,Bus occupant injured in collision with pedal cycle: Driver injured in traffic accident
Icd10Code,V716,Bus occupant injured in collision with pedal cycle: Passenger injured in traffic accident
Icd10Code,V717,Bus occupant injured in collision with pedal cycle: Person on outside of vehicle injured in traffic accident
Icd10Code,V719,Bus occupant injured in collision with pedal cycle: Unspecified bus occupant injured in traffic accident
Icd10Code,V72,Bus occupant injured in collision with two- or three-wheeled motor vehicle
Icd10Code,V720,Bus occupant injured in collision with two- or three-wheeled motor vehicle: Driver injured in nontraffic accident
Icd10Code,V721,Bus occupant injured in collision with two- or three-wheeled motor vehicle: Passenger injured in nontraffic accident
Icd10Code,V722,Bus occupant injured in collision with two- or three-wheeled motor vehicle: Person on outside of vehicle injured in nontraffic accident
Icd10Code,V723,Bus occupant injured in collision with two- or three-wheeled motor vehicle: Unspecified bus occupant injured in nontraffic accident
Icd10Code,V724,Bus occupant injured in collision with two- or three-wheeled motor vehicle: Person injured while boarding or alighting
